,populaion,density,foreign_rate,bsc_lvlhood_ratio,avg_income_amt,elder_ratio,spread,built_year,label
송파구거여2동,23805.0,2.0,0.0036546943919344,0.0795128230517873,8.594965014890628,0.190689991105087,0.5268623814686588,15.144264101057388,1.0
송파구마천1동,18459.0,2.0,0.0081261173411344,0.1889554991929905,8.512033905157914,0.2439843620945983,0.6308537305851039,18.85928933456421,1.0
송파구마천2동,17961.0,2.0,0.0087411614052669,0.1766358422099964,8.512033905157914,0.2447599729546991,0.6308537305851039,18.85928933456421,1.0
송파구방이1동,15349.0,2.0,0.006059026646687,0.0535422788116225,9.064200684955251,0.1583075199367297,0.507261126351402,22.735854328063624,1.0
송파구방이2동,26497.0,2.0,0.0212099482960335,0.0588388271243742,9.064200684955251,0.1440324493934871,0.507261126351402,22.735854328063624,1.0
송파구오륜동,17814.0,3.0,0.0011227124733355,0.0015259409969481,9.064200684955251,0.179785982407978,0.507261126351402,22.735854328063624,1.0
송파구오금동,37838.0,2.0,0.0063428299593001,0.1028450595924644,8.81516514102921,0.1904914017994995,0.4551603842759961,20.646856454269255,1.0
송파구송파1동,23882.0,2.0,0.0134410853362364,0.0465544871794871,9.070680524389171,0.1558485750744364,0.4594801029356665,20.46488118263551,1.0
송파구송파2동,18812.0,3.0,0.0066978524346162,0.0499374043677841,9.070680524389171,0.1687362253399989,0.4594801029356665,20.46488118263551,1.0
송파구석촌동,31467.0,2.0,0.0177328629993326,0.058747121686249,9.158568015488283,0.1569513967382528,0.3223988425370492,15.779454284744588,1.0
송파구삼전동,29623.0,2.0,0.0127941126827127,0.0744290248304188,9.206531126002224,0.1481557587588616,0.2253388218050469,19.295416210038184,0.0
송파구가락본동,25709.0,2.0,0.011202302695554,0.0633247643530419,8.893148469417037,0.1663902708678828,0.4425477667299512,14.022245291956551,1.0
송파구가락1동,27711.0,3.0,0.0063873552019053,0.0113406237343053,8.893148469417037,0.1431014408383059,0.4425477667299512,14.022245291956551,1.0
송파구가락2동,31507.0,3.0,0.0057130161551401,0.0466510083421073,8.893148469417037,0.1503870018550502,0.4425477667299512,14.022245291956551,1.0
송파구문정1동,19785.0,2.0,0.007935304523629,0.0473944824333883,8.836126807371622,0.1691371907585361,0.4698253056075139,20.52448673919389,1.0
송파구문정2동,28966.0,2.0,0.0064213215494027,0.0060698027314112,8.679754120032037,0.1503856041131105,0.4754492389317353,15.947815780946257,1.0
송파구장지동,28943.0,2.0,0.0056317589745361,0.138797091870456,8.679754120032037,0.169683416031868,0.4754492389317353,15.947815780946257,1.0
송파구잠실본동,28355.0,2.0,0.0184799858931405,0.0594090396894954,9.244338818957363,0.1454046639231824,0.5365342708562602,16.64922389462049,1.0
송파구잠실2동,35034.0,3.0,0.0029685448421533,0.0028534370946822,9.244338818957363,0.1142718001604216,0.5365342708562602,16.64922389462049,1.0
송파구잠실3동,34110.0,3.0,0.0039871005570214,0.0045623521459952,9.244338818957363,0.1846171994809484,0.5365342708562602,16.64922389462049,1.0
송파구잠실7동,9433.0,3.0,0.0012721297572352,0.0032602252519264,9.244338818957363,0.2451229855810008,0.5365342708562602,16.64922389462049,1.0
송파구위례동,44802.0,3.0,0.0029016561760635,0.0747548179137233,8.54590503314622,0.084682190618651,0.5039677768623078,13.257704461878006,1.0
강동구명일1동,25554.0,3.0,0.0037567504108945,0.0373282898666135,8.822220462393275,0.1756783443263952,0.4694182896814067,18.88745469274204,0.0
강동구명일2동,17269.0,3.0,0.0034165267241878,0.0275384615384615,8.822220462393275,0.1676848781055449,0.4694182896814067,18.88745469274204,0.0
강동구고덕1동,23981.0,3.0,0.0043784662858095,0.0380588742455967,8.893104523936891,0.1320975283901135,0.5032470154397253,7.901366155985443,0.0
강동구고덕2동,22890.0,3.0,0.0071210135430318,0.0657130084935181,8.893104523936891,0.1440748714794147,0.5032470154397253,7.901366155985443,0.0
강동구암사1동,34311.0,2.0,0.0084229547375477,0.1194827800571926,8.7067683769215,0.1933732629156463,0.4171760082961436,14.05199159810536,0.0
강동구암사2동,14959.0,2.0,0.0046126077946386,0.0266834091979281,8.7067683769215,0.1756411977977709,0.4171760082961436,14.05199159810536,0.0
강동구암사3동,17440.0,3.0,0.0024082568807339,0.0215140731154966,8.7067683769215,0.168108918887735,0.4171760082961436,14.05199159810536,0.0
강동구천호1동,26470.0,2.0,0.0099735549678881,0.1281180013900687,8.580596067953515,0.2176693600888446,0.2867165588360767,12.095976038608114,0.0
강동구천호2동,33718.0,2.0,0.0185954089803665,0.1138276097339094,8.580596067953515,0.1916009702850212,0.2867165588360767,12.095976038608114,0.0
강동구천호3동,26734.0,2.0,0.0182913144310615,0.096702993516347,8.580596067953515,0.1899560817261791,0.2867165588360767,12.095976038608114,0.0
강동구성내1동,19734.0,2.0,0.007803790412486,0.0400823443933155,8.70128151988289,0.1698354942858607,0.2586894369378615,15.127471471845183,0.0
강동구성내2동,23303.0,2.0,0.0238595888941338,0.0733785703014044,8.70128151988289,0.2023041275066048,0.2586894369378615,15.127471471845183,0.0
강동구성내3동,22882.0,2.0,0.0141158989598811,0.0665912092058102,8.70128151988289,0.1897472410110359,0.2586894369378615,15.127471471845183,0.0
강동구둔촌1동,70.0,2.0,0.1285714285714285,0.0263157894736842,8.65897049289461,0.1612903225806451,0.3466003302068431,13.904707740683534,0.0
강동구둔촌2동,24169.0,2.0,0.0045926600190326,0.0518927292090231,8.65897049289461,0.1844328227243429,0.3466003302068431,13.904707740683534,0.0
강동구길동,45142.0,2.0,0.0073988746621771,0.0745412321843267,8.771733078972803,0.1980415443565554,0.2775966507036738,16.6273915981169,1.0
강동구강일동,32996.0,3.0,0.0056067402109346,0.1708749713936989,8.582020733283294,0.1866858736629172,0.5953788307020191,8.78416814268644,0.0
강남구개포3동,,,,,,,0.5635628677291931,19.941962775392994,
강동구상일1동,,,,,,,0.5486295205469371,9.331849478939375,
강동구상일2동,,,,,,,0.5486295205469371,9.331849478939375,
성북구장위3동,,,,,,,0.4172593022053742,8.044018700675906,
송파구잠실4동,,,,,,,0.52733428333374,23.267580184088956,
송파구잠실6동,,,,,,,0.52733428333374,23.267580184088956,
