시군구,0,spread
관악구봉천동,관악구보라매동,0.3234547388736947
관악구봉천동,관악구청림동,0.3234547388736947
관악구봉천동,관악구성현동,0.3234547388736947
관악구봉천동,관악구행운동,0.3234547388736947
관악구봉천동,관악구낙성대동,0.3234547388736947
관악구봉천동,관악구청룡동,0.3234547388736947
관악구봉천동,관악구은천동,0.3234547388736947
관악구봉천동,관악구중앙동,0.3234547388736947
관악구봉천동,관악구인헌동,0.3234547388736947
관악구신림동,관악구서원동,0.2299205089910474
관악구신림동,관악구신원동,0.2299205089910474
관악구신림동,관악구서림동,0.2299205089910474
관악구신림동,관악구신사동,0.2299205089910474
관악구신림동,관악구신림동,0.2299205089910474
관악구신림동,관악구난향동,0.2299205089910474
관악구신림동,관악구조원동,0.2299205089910474
관악구신림동,관악구대학동,0.2299205089910474
관악구신림동,관악구삼성동,0.2299205089910474
관악구신림동,관악구미성동,0.2299205089910474
관악구신림동,관악구난곡동,0.2299205089910474
광진구광장동,광진구광장동,0.4884169689588807
광진구구의동,광진구구의제1동,0.3730924893109717
광진구구의동,광진구구의제2동,0.3730924893109717
광진구구의동,광진구구의제3동,0.3730924893109717
광진구군자동,광진구군자동,0.2794938824478186
광진구자양동,광진구자양제1동,0.4383302813724485
광진구자양동,광진구자양제2동,0.4383302813724485
광진구자양동,광진구자양제3동,0.4383302813724485
광진구자양동,광진구자양제4동,0.4383302813724485
광진구중곡동,광진구중곡제1동,0.2784262582271295
광진구중곡동,광진구중곡제2동,0.2784262582271295
광진구중곡동,광진구중곡제3동,0.2784262582271295
광진구중곡동,광진구중곡제4동,0.2784262582271295
광진구화양동,광진구화양동,0.2653113816449267
구로구가리봉동,구로구가리봉동,0.2436656079481247
구로구개봉동,구로구개봉제1동,0.3580174090513947
구로구개봉동,구로구개봉제2동,0.3580174090513947
구로구개봉동,구로구개봉제3동,0.3580174090513947
구로구고척동,구로구고척제1동,0.4163019734437989
구로구고척동,구로구고척제2동,0.4163019734437989
구로구구로동,구로구구로제1동,0.406390145022748
구로구구로동,구로구구로제2동,0.406390145022748
구로구구로동,구로구구로제3동,0.406390145022748
구로구구로동,구로구구로제4동,0.406390145022748
구로구구로동,구로구구로제5동,0.406390145022748
구로구신도림동,구로구신도림동,0.5101538849267742
구로구오류동,구로구오류제1동,0.3280328934083221
구로구오류동,구로구오류제2동,0.3280328934083221
구로구온수동,구로구수궁동,0.414958089532787
구로구천왕동,구로구오류제2동,0.557908041822703
구로구항동,구로구항동,0.4421149721503585
금천구가산동,금천구가산동,0.0311562980398755
금천구독산동,금천구독산제1동,0.3466842861507182
금천구독산동,금천구독산제2동,0.3466842861507182
금천구독산동,금천구독산제3동,0.3466842861507182
금천구독산동,금천구독산제4동,0.3466842861507182
금천구시흥동,금천구시흥제1동,0.3606803925390263
금천구시흥동,금천구시흥제2동,0.3606803925390263
금천구시흥동,금천구시흥제3동,0.3606803925390263
금천구시흥동,금천구시흥제4동,0.3606803925390263
금천구시흥동,금천구시흥제5동,0.3606803925390263
노원구공릉동,노원구공릉1동,0.3196163657914915
노원구공릉동,노원구공릉2동,0.3196163657914915
노원구상계동,노원구중계4동,0.5175457254965671
노원구상계동,노원구상계1동,0.5175457254965671
노원구상계동,노원구상계2동,0.5175457254965671
노원구상계동,노원구상계3.4동,0.5175457254965671
노원구상계동,노원구상계5동,0.5175457254965671
노원구상계동,노원구상계6.7동,0.5175457254965671
노원구상계동,노원구상계8동,0.5175457254965671
노원구상계동,노원구상계9동,0.5175457254965671
노원구상계동,노원구상계10동,0.5175457254965671
노원구월계동,노원구월계1동,0.4675886375449445
노원구월계동,노원구월계2동,0.4675886375449445
노원구월계동,노원구월계3동,0.4675886375449445
노원구중계동,노원구중계본동,0.3902964289897556
노원구중계동,노원구중계1동,0.3902964289897556
노원구중계동,노원구중계4동,0.3902964289897556
노원구중계동,노원구중계2.3동,0.3902964289897556
노원구하계동,노원구하계1동,0.4015622203305159
노원구하계동,노원구하계2동,0.4015622203305159
도봉구도봉동,도봉구도봉제1동,0.339195717788909
도봉구도봉동,도봉구도봉제2동,0.339195717788909
도봉구방학동,도봉구방학제1동,0.3141970571907246
도봉구방학동,도봉구방학제2동,0.3141970571907246
도봉구방학동,도봉구방학제3동,0.3141970571907246
도봉구쌍문동,도봉구쌍문제1동,0.3576493609347403
도봉구쌍문동,도봉구쌍문제2동,0.3576493609347403
도봉구쌍문동,도봉구쌍문제3동,0.3576493609347403
도봉구쌍문동,도봉구쌍문제4동,0.3576493609347403
도봉구창동,도봉구창제1동,0.4517815461669585
도봉구창동,도봉구창제2동,0.4517815461669585
도봉구창동,도봉구창제3동,0.4517815461669585
도봉구창동,도봉구창제4동,0.4517815461669585
도봉구창동,도봉구창제5동,0.4517815461669585
동대문구답십리동,동대문구답십리제1동,0.338112133547309
동대문구답십리동,동대문구답십리제2동,0.338112133547309
동대문구신설동,동대문구용신동,0.2347216107270026
동대문구용두동,동대문구용신동,0.3205885319852046
동대문구이문동,동대문구이문제1동,0.3806628347712425
동대문구이문동,동대문구이문제2동,0.3806628347712425
동대문구장안동,동대문구장안제1동,0.2857426453664011
동대문구장안동,동대문구장안제2동,0.2857426453664011
동대문구전농동,동대문구전농제1동,0.4582754626106219
동대문구전농동,동대문구전농제2동,0.4582754626106219
동대문구제기동,동대문구제기동,0.3304506746314594
동대문구청량리동,동대문구청량리동,0.5008627251071455
동대문구회기동,동대문구회기동,0.1674301897067488
동대문구휘경동,동대문구휘경제1동,0.3047759717919224
동대문구휘경동,동대문구휘경제2동,0.3047759717919224
동작구노량진동,동작구노량진제1동,0.607177199487906
동작구노량진동,동작구노량진제2동,0.607177199487906
동작구대방동,동작구대방동,0.4456857244147711
동작구동작동,동작구사당제2동,0.3579839164529265
